Column1,property,gene_entrez_id,gene_symbol,beta_gene,beta_gene|class,slope_exc,slope_inh,pval_gene,pval_gene|class_anova,pval_int_anova,model1_aic,model2_aic,model3_aic,model4_aic,FDR_gene,FDR_gene|class_anova,FDR_int_anova,beta_gene_inh_only,pval_gene_inh_only,inh_only_aic,FDR_gene_inh_only,n_significant_0.1_g|c,n_significant_0.1_int
97117,rheo,22413,WNT2,-0.067231541,-0.091726767,0.023623948,-0.201699185,0.007231108,0.002668387,2.21E-05,-20.43270461,-12.98045073,-20.70892707,-38.56227425,0.044101811,0.018543425,0.014581668,,,,,10,6
97119,rheo,22418,WNT5A,-0.041729271,-0.051964541,0.084336716,-0.052359276,0.025628013,0.010075725,0.709021004,-18.07699038,-12.98045073,-18.12125416,-16.27490618,0.097270141,0.045229633,0.895638893,-0.052359276,0.023683814,-4.166173221,0.075347574,9,0
97120,rheo,22419,WNT5B,-0.047006332,-0.056775146,-0.025154589,-0.058784413,0.044439936,0.022870005,0.744830307,-17.08434252,-12.98045073,-16.56512834,-14.68200475,0.136609168,0.076862858,0.908388537,-0.058784413,0.046100484,-2.936622639,0.116855426,8,0
97121,rheo,22421,WNT7A,-0.090117485,-0.12135622,-0.045700287,-0.121371861,8.03E-05,1.23E-06,0.960649149,-29.22272061,-12.98045073,-36.34913199,-34.35181797,0.00258024,9.89E-05,0.987835042,-0.121371861,1.92E-05,-18.34616505,0.000678358,12,1
97123,rheo,216853,WRAP53,0.121470782,0.125458423,0.034847204,0.165829595,0.00953175,0.008310324,0.186201124,-19.91145503,-12.98045073,-18.49206179,-18.42005035,0.052566699,0.039791786,0.649249226,0.165829595,0.010513582,-5.706663937,0.044680794,8,0
97129,rheo,59043,WSB2,0.066938936,0.090143144,-0.123044246,0.107867227,0.071231703,0.028622628,0.124342028,-16.25600143,-12.98045073,-16.14652755,-16.75229733,0.185129649,0.08876868,0.590194365,0.107867227,0.026576867,-3.950905441,0.081290639,6,0
97130,rheo,216881,WSCD1,0.040896467,0.056260564,0.018502911,0.060025593,0.013896777,0.006082425,0.547717982,-19.20574409,-12.98045073,-19.09628493,-17.49506505,0.066436824,0.03224768,0.824751953,0.060025593,0.014580008,-5.081887062,0.054724702,10,1
97135,rheo,80707,WWOX,0.078066664,0.101904114,0.020580638,0.115404548,0.000748082,0.00017801,0.186972854,-24.81006291,-12.98045073,-26.13012743,-26.05137307,0.010309345,0.002886452,0.649912078,0.115404548,0.000502508,-11.7031459,0.005784089,11,2
97136,rheo,107568,WWP1,0.107309514,0.107004733,0.041502509,0.110436511,0.000126225,0.000155688,0.568733333,-28.3225858,-12.98045073,-26.40186389,-24.76024483,0.003400026,0.002643889,0.836283904,0.110436511,0.000840634,-10.67128762,0.008285228,10,0
97139,rheo,22433,XBP1,0.152203643,0.155341009,0.0057947,0.20893759,0.004385227,0.005052439,0.089420124,-21.38427909,-12.98045073,-19.457335,-20.64013015,0.031776629,0.02837448,0.555181377,0.20893759,0.004016263,-7.573339625,0.024022768,7,1
97142,rheo,22439,XK,0.128066506,0.139563455,-0.0735926,0.210547521,0.016783913,0.016536294,0.026471216,-18.85520628,-12.98045073,-17.17609208,-20.60959738,0.074539113,0.062144708,0.40118304,0.210547521,0.004970542,-7.156691384,0.027192769,7,1
97148,rheo,170750,XPNPEP1,0.096619828,0.096703413,0.02423867,0.121654562,0.003106939,0.003364465,0.176077672,-22.04503179,-12.98045073,-20.25293852,-20.27250013,0.025711349,0.021643863,0.640245806,0.121654562,0.004964162,-7.159196623,0.027192769,7,1
97151,rheo,57258,XPO4,0.167727007,0.168210965,0.013578199,0.193101412,0.004913313,0.005192013,0.283484503,-21.16712868,-12.98045073,-19.40422335,-18.67341373,0.03412489,0.028834004,0.714755005,0.193101412,0.008793849,-6.050191171,0.039940024,8,0
97155,rheo,73192,XPOT,0.093571947,0.094469914,0.027819442,0.108939403,0.008917505,0.008934802,0.374864832,-20.03684406,-12.98045073,-18.35238724,-17.22125234,0.050595049,0.041782433,0.754985934,0.108939403,0.016543078,-4.842080758,0.059211114,10,1
97158,rheo,57434,XRCC2,0.213047048,0.222116102,0.200354196,0.224559412,0.007458159,0.008104853,0.928737523,-20.37420388,-12.98045073,-18.54037828,-16.54920344,0.044925563,0.039114723,0.97806557,0.224559412,0.027179645,-3.909126362,0.08254506,8,0
97162,rheo,14375,XRCC6,0.125300998,0.125201195,-0.015971462,0.181903783,0.004668044,0.005576337,0.035922192,-21.26486696,-12.98045073,-19.26517451,-22.12043278,0.033137682,0.030293406,0.439893718,0.181903783,0.002279759,-8.687356944,0.01648266,7,1
97166,rheo,268880,XXYLT1,0.127955101,0.137819008,-0.032100783,0.167086882,1.51E-06,9.04E-07,0.002589449,-37.21336369,-12.98045073,-36.98637755,-44.99893391,0.000190396,8.23E-05,0.163168498,0.167086882,3.37E-07,-26.70203529,4.81E-05,12,3
97168,rheo,217119,XYLT2,0.122418423,0.12673428,-0.047902427,0.146650885,0.001600946,0.001758743,0.122862329,-23.32631442,-12.98045073,-21.53297592,-22.15936583,0.016952067,0.014085946,0.58903336,0.146650885,0.002367774,-8.612534363,0.016859195,10,1
97170,rheo,67057,YAF2,0.122378024,0.125502775,-0.011683949,0.157635452,0.013397141,0.012271215,0.17006002,-19.27396531,-12.98045073,-17.74363273,-17.82055615,0.064910055,0.051189454,0.633586445,0.157635452,0.012403978,-5.390031458,0.049564971,10,0
97171,rheo,107271,YARS,0.100700022,0.115204709,0.035482956,0.127736446,0.002752717,0.001970102,0.373097769,-22.2780234,-12.98045073,-21.3081672,-20.18348296,0.023854275,0.015157497,0.754788843,0.127736446,0.005101099,-7.106128771,0.027657222,10,2
97172,rheo,70120,YARS2,0.087409542,0.088035464,-0.003754252,0.100063868,0.004381691,0.004474702,0.263263265,-21.38582133,-12.98045073,-19.69433826,-19.07519141,0.031776629,0.026381509,0.700737864,0.100063868,0.007470542,-6.365113256,0.03576955,10,1
97174,rheo,22608,YBX1,-0.146829303,-0.201050908,-0.060962452,-0.287010191,0.010020757,0.00163621,0.066729121,-19.81741278,-12.98045073,-21.67621039,-23.38515391,0.054142129,0.013426155,0.520217745,-0.287010191,0.001626373,-9.356167139,0.013073803,9,0
97175,rheo,56449,YBX3,0.085872421,0.116402825,-0.00371492,0.201136077,0.003336504,0.000351148,0.000406673,-21.90803342,-12.98045073,-24.75643049,-36.54624514,0.026784167,0.004640175,0.071957626,0.201136077,8.18E-06,-20.09711626,0.000386405,10,7
97179,rheo,22612,YES1,0.078103255,0.153438782,-0.03432983,0.158320179,0.002824338,3.96E-05,0.3745349,-22.22854776,-12.98045073,-29.19163092,-28.0616972,0.024217114,0.001029857,0.754985934,0.158320179,0.000223045,-13.34172077,0.003374058,11,1
97180,rheo,68090,YIF1A,0.057761232,0.092759958,0.032484711,0.115973612,0.018292344,0.004660706,0.23389191,-18.6960639,-12.98045073,-19.61478964,-19.17826335,0.0788107,0.026995834,0.683481649,0.115973612,0.008179017,-6.190008988,0.038074395,10,1
97184,rheo,28064,YIPF3,0.109160141,0.111185456,0.007063465,0.136042268,0.007358219,0.00694817,0.198833513,-20.39972629,-12.98045073,-18.83815151,-18.65967187,0.044631822,0.035071166,0.660904779,0.136042268,0.008836516,-6.040862627,0.040070879,7,1
97187,rheo,77929,YIPF6,0.115333478,0.116739809,0.044165479,0.125303586,0.000294418,0.000285222,0.406795527,-26.64440479,-12.98045073,-25.17611035,-23.93538282,0.005582049,0.00404479,0.766549767,0.125303586,0.001213763,-9.938048972,0.010726664,9,0
97193,rheo,77864,YPEL2,0.031832014,0.077369682,-0.011940487,0.146246485,0.182803584,0.021107334,0.01367155,-14.69522612,-12.98045073,-16.71561818,-21.42331859,0.338956987,0.073029344,0.3072442,0.146246485,0.003029876,-8.126526443,0.020129896,9,3
97196,rheo,383295,YPEL5,0.133704505,0.174788372,0.01601623,0.282178739,0.001098204,0.000290884,0.002359995,-24.05973837,-12.98045073,-25.13640688,-33.33623501,0.013263178,0.004093582,0.156593361,0.282178739,2.92E-05,-17.4822328,0.00088741,11,7
97197,rheo,230734,YRDC,0.089121193,0.090599001,-0.022802576,0.128416783,0.030947958,0.030011132,0.10595344,-17.73411948,-12.98045073,-16.05862553,-16.94220126,0.109117693,0.091798202,0.567799602,0.128416783,0.018265439,-4.654705751,0.063167293,8,4
97202,rheo,229096,YTHDF3,0.081934808,0.105227405,0.020171812,0.113791541,0.014084357,0.003917663,0.441511935,-19.18078095,-12.98045073,-19.95441102,-18.6079866,0.066888368,0.024047816,0.776074208,0.113791541,0.009118194,-5.980411196,0.04070987,10,0
97211,rheo,65964,ZAK,0.072701918,0.083467373,-0.05436081,0.088281002,0.001249291,0.000800371,0.271990085,-23.80854276,-12.98045073,-23.10127065,-22.43265939,0.01440401,0.008120291,0.708781154,0.088281002,0.00214397,-8.808742982,0.01574695,11,0
97218,rheo,22666,ZBTB14,0.137812395,0.170613424,0.092894008,0.185932816,0.013333802,0.004486567,0.551059717,-19.28280011,-12.98045073,-19.68916401,-18.08132499,0.06468245,0.026400474,0.826899963,0.185932816,0.013415558,-5.240395888,0.05198711,6,0
97219,rheo,235320,ZBTB16,-0.044416164,-0.04628533,-0.035820461,-0.048843546,0.02642403,0.02286091,0.795550995,-18.02121202,-12.98045073,-16.56587365,-14.63995149,0.099273049,0.076855561,0.928488016,-0.048843546,0.061147725,-2.427450098,0.140963907,7,1
97220,rheo,22642,ZBTB17,0.087119641,0.125761156,-0.056305158,0.140240488,0.008553829,0.00088773,0.148036115,-20.11532185,-12.98045073,-22.89410017,-23.20266513,0.04942842,0.008734234,0.613370297,0.140240488,0.001589301,-9.401940323,0.012919706,10,2
97221,rheo,30928,ZBTB18,-0.022722361,-0.032940896,-0.017158238,-0.03523433,0.048470554,0.026846286,0.680784912,-16.93017254,-12.98045073,-16.26568791,-14.45242645,0.144825808,0.085318364,0.883802012,-0.03523433,0.053516765,-2.666675384,0.128787588,6,0
97223,rheo,56490,ZBTB20,-0.043052535,-0.069639863,0.076012143,-0.071827024,0.00397784,8.77E-05,0.274127975,-21.57083821,-12.98045073,-27.56846407,-26.88803686,0.029937427,0.001808998,0.710959578,-0.071827024,0.000399973,-12.16240508,0.004945711,8,0
97228,rheo,320633,ZBTB26,0.15670963,0.155923828,-0.17425351,0.20831333,0.008031137,0.009407822,0.020323495,-20.23430865,-12.98045073,-18.2530862,-22.19283617,0.047303511,0.043310044,0.371626427,0.20831333,0.003922184,-7.619764522,0.023668139,8,1
97229,rheo,75291,ZBTB3,0.210951942,0.230207846,0.045494229,0.347058428,0.007041971,0.00434768,0.054231792,-20.48288799,-12.98045073,-19.75062071,-21.83890019,0.043185566,0.025895207,0.505610197,0.347058428,0.002660864,-8.382284834,0.018376639,6,2
97233,rheo,245007,ZBTB38,0.088182839,0.092328332,-0.041664856,0.119721861,0.025013903,0.021141906,0.118016909,-18.12126608,-12.98045073,-16.71254326,-17.4084336,0.095652915,0.073045464,0.58643404,0.119721861,0.015947319,-4.9116161,0.057957457,7,1
97236,rheo,226470,ZBTB41,0.108717564,0.108198385,0.028108747,0.120816565,0.004130536,0.004778816,0.389079661,-21.49872621,-12.98045073,-19.5659384,-18.38442694,0.030603064,0.027419805,0.760089233,0.120816565,0.010191706,-5.766357506,0.043730305,10,0
97237,rheo,71834,ZBTB43,0.110243059,0.127982946,0.012185623,0.190259794,0.053765392,0.033162549,0.146736356,-16.74704459,-12.98045073,-15.87391445,-16.1973548,0.154792606,0.098433629,0.611722449,0.190259794,0.024035947,-4.138553955,0.076052471,6,0
97245,rheo,73680,ZBTB8A,0.066314086,0.101751143,0.000688086,0.151780891,0.077143056,0.020296533,0.092930232,-16.11854744,-12.98045073,-16.7892685,-17.90375792,0.194812142,0.071092024,0.559348912,0.151780891,0.011935575,-5.463620926,0.048242745,6,1
97247,rheo,67106,ZBTB8OS,0.084727241,0.088963141,-0.012078401,0.132241342,0.006804379,0.005296497,0.027665543,-20.54791575,-12.98045073,-19.36540806,-22.71487232,0.042141096,0.029134259,0.407441024,0.132241342,0.001812465,-9.141289501,0.014149326,9,3
97248,rheo,474156,ZBTB9,0.169191729,0.176624585,0.028168813,0.199107009,0.002198748,0.001678661,0.279145197,-22.71165244,-12.98045073,-21.62539205,-20.91768369,0.020747075,0.013690569,0.713389127,0.199107009,0.003652625,-7.75933442,0.0226318,12,0
97249,rheo,67306,ZC2HC1A,0.065126046,0.076573176,0.077649542,0.076518374,0.007401898,0.002917311,0.992167411,-20.38852824,-12.98045073,-20.53327873,-18.53338507,0.044761031,0.019650972,0.998842368,0.076518374,0.011437081,-5.545268764,0.047168022,8,0
97250,rheo,103284,ZC3H10,0.144201826,0.154118891,-0.005146365,0.16818487,0.000290494,0.000258273,0.227046358,-26.67090219,-12.98045073,-25.37667478,-24.98674536,0.00554209,0.003772148,0.677400404,0.16818487,0.000729975,-10.95381248,0.007472879,10,0
97253,rheo,244871,ZC3H12C,0.095358502,0.102070244,0.034492182,0.14062622,0.005338472,0.005295768,0.144627675,-21.00892971,-12.98045073,-19.3656761,-19.71356868,0.03615238,0.029134259,0.609894033,0.14062622,0.006781045,-6.552647089,0.033608884,9,2
97257,rheo,76014,ZC3H18,0.095002865,0.178809979,-0.111427089,0.240169741,0.080630437,0.009637981,0.042209635,-16.04266938,-12.98045073,-18.20660349,-20.75957579,0.199979206,0.04405831,0.469955495,0.240169741,0.004807652,-7.22170751,0.026660351,8,0
97263,rheo,57432,ZC3H8,0.11646975,0.125601096,0.023232701,0.18312388,0.000144328,6.44E-05,0.005705732,-28.05633583,-12.98045073,-28.19853589,-34.62797424,0.003648548,0.001442564,0.233746703,0.18312388,1.94E-05,-18.32557809,0.000680548,9,6
97268,rheo,72693,ZCCHC12,-0.010246897,-0.05782343,0.00381723,-0.097317712,0.185310752,0.000184036,0.000223364,-14.67394765,-12.98045073,-26.06264354,-39.09005127,0.341728245,0.002947199,0.049582765,-0.097317712,3.07E-06,-22.12167404,0.000197162,13,7
97270,rheo,619287,ZCCHC16,-0.12487336,-0.124088231,-0.002151252,-0.156319221,0.013915307,0.015738055,0.208323359,-19.20326268,-12.98045073,-17.26987887,-17.01650534,0.066473358,0.0604472,0.66634003,-0.156319221,0.017088117,-4.780690458,0.060469665,4,0
97272,rheo,66995,ZCCHC18,-0.100543355,-0.226181414,-0.029643362,-0.390429777,0.022109644,0.000152225,0.000550357,-18.34718824,-12.98045073,-26.44752029,-37.61484334,0.088627301,0.002610484,0.086145054,-0.390429777,5.78E-06,-20.81301865,0.000312573,10,5
97275,rheo,78796,ZCCHC4,0.129503877,0.130885704,0.068504279,0.139264799,0.001545454,0.001849707,0.569130129,-23.39481279,-12.98045073,-21.43303917,-19.79068488,0.016647379,0.014580323,0.836426954,0.139264799,0.006530748,-6.625586823,0.032804037,9,0
97276,rheo,214290,ZCCHC6,0.080254671,0.084423741,0.024579277,0.095036846,0.010126322,0.00797216,0.413253492,-19.79772896,-12.98045073,-18.57225134,-17.31086329,0.054450041,0.038657694,0.769939246,0.095036846,0.015831403,-4.925456256,0.057696076,7,1
97278,rheo,70650,ZCCHC8,0.10133782,0.109393861,-0.070463044,0.134477377,0.033850335,0.025689879,0.158865435,-17.5721199,-12.98045073,-16.34775348,-16.5378498,0.114586248,0.082993634,0.621516104,0.134477377,0.023483016,-4.18211402,0.074925062,6,0
97281,rheo,381678,ZCWPW1,0.270063016,0.269707349,0.145361579,0.288227625,9.49E-06,1.18E-05,0.386939767,-33.50318625,-12.98045073,-31.67001509,-30.49591899,0.000647211,0.000458704,0.759265126,0.288227625,0.000125451,-14.50879931,0.002310851,10,1
97282,rheo,73884,ZDBF2,-0.038379833,-0.054709051,-0.016667624,-0.068031879,0.050921214,0.029937185,0.362064376,-16.842913,-12.98045073,-16.06319913,-14.97977854,0.149404965,0.091727234,0.750063512,-0.068031879,0.041747665,-3.117316929,0.109172737,7,0
97284,rheo,243983,ZDHHC13,0.085558322,0.112716463,0.01653157,0.156285618,0.011454637,0.002538725,0.065641108,-19.56660913,-12.98045073,-20.80713208,-22.5459607,0.058802848,0.018011526,0.518408715,0.156285618,0.00195369,-8.992647942,0.014888202,9,2
97285,rheo,224454,ZDHHC14,0.045688756,0.062986442,0.001653475,0.078546118,0.040691015,0.011932311,0.202129746,-17.24156626,-12.98045073,-17.79716319,-17.59220116,0.129149285,0.050273814,0.661775039,0.078546118,0.013538259,-5.223039364,0.052325619,10,1
97289,rheo,503610,ZDHHC18,0.089111504,0.097989891,-0.053720962,0.114199502,0.004613179,0.002584703,0.107048953,-21.2874458,-12.98045073,-20.7717381,-21.63732206,0.032891461,0.018154825,0.567799602,0.114199502,0.003086202,-8.090294421,0.020364391,10,1
97292,rheo,68268,ZDHHC21,0.080717289,0.092768502,0.002612628,0.108828608,0.039670166,0.024091792,0.34396932,-17.28702346,-12.98045073,-16.46771029,-15.4558531,0.127037969,0.079515677,0.744332051,0.108828608,0.032415388,-3.582281225,0.092799203,9,0
97298,rheo,228136,ZDHHC5,0.087702852,0.091062571,0.001716475,0.108029302,0.005144147,0.004243511,0.201142818,-21.079581,-12.98045073,-19.79804108,-19.60095462,0.035207422,0.025461068,0.661310253,0.108029302,0.00605577,-6.772201548,0.031134735,8,0
97299,rheo,66980,ZDHHC6,0.068067695,0.06918636,-0.012229803,0.087884301,0.009628911,0.009241768,0.126366546,-19.89238211,-12.98045073,-18.28735162,-18.86534627,0.052814483,0.042791803,0.592021933,0.087884301,0.008275639,-6.167338268,0.038339042,7,1
97300,rheo,102193,ZDHHC7,0.094875859,0.120249266,-0.032213888,0.150795671,0.034507827,0.013682421,0.147262088,-17.5374384,-12.98045073,-17.53596029,-17.85336594,0.116017752,0.055227228,0.612392557,0.150795671,0.012620501,-5.356973433,0.050099141,8,1
97303,rheo,21417,ZEB1,-0.050364409,-0.051628238,0.009345385,-0.113153091,0.029169189,0.032974764,0.007528464,-17.84143666,-12.98045073,-15.88439746,-21.76384738,0.105318827,0.09800922,0.259646957,-0.113153091,0.002678483,-8.369275534,0.018406582,4,0
97305,rheo,433424,ZEB2OS,0.207560475,0.214515206,-0.006892225,0.395447671,0.01195719,0.013325549,0.014458575,-19.48626929,-12.98045073,-17.58632245,-22.1850419,0.060454363,0.054225831,0.315211956,,,,,7,0
97308,rheo,100494,ZFAND2A,0.078650119,0.094182479,0.014510179,0.104464083,0.029973675,0.014600174,0.44634409,-17.79207883,-12.98045073,-17.41240871,-16.05226886,0.10673041,0.057505848,0.77801444,0.104464083,0.02553052,-4.025822643,0.079094017,7,0
97309,rheo,68818,ZFAND2B,0.100741864,0.100844891,-0.018710649,0.131978607,0.001065192,0.00130871,0.036532668,-24.11927214,-12.98045073,-22.12001789,-24.94358422,0.012980033,0.011524934,0.443367135,0.131978607,0.000770954,-10.84443658,0.007809455,10,1
97312,rheo,22682,ZFAND5,0.133710954,0.137484025,-0.075079942,0.1640893,0.012483325,0.011251483,0.150234525,-19.40579253,-12.98045073,-17.90958613,-18.19332353,0.062024303,0.048271472,0.616075508,0.1640893,0.011787457,-5.487509917,0.047945604,6,0
97314,rheo,216345,ZFC3H1,0.103831407,0.139910513,-0.028775956,0.161249275,0.00228458,0.000211658,0.083810159,-22.63765145,-12.98045073,-25.77936762,-27.07760364,0.021273398,0.00326154,0.550128082,0.161249275,0.000334583,-12.52228071,0.004459053,10,0
97318,rheo,22643,ZFP101,0.072966461,0.129233176,0.03737794,0.192371258,0.101544248,0.019065882,0.15400915,-15.65132462,-12.98045073,-16.90708202,-17.1491349,0.230370731,0.068348331,0.617560845,0.192371258,0.017736487,-4.710239525,0.061837156,4,0
97321,rheo,54678,ZFP108,0.149898284,0.149572956,-0.005603612,0.163922527,0.001790618,0.002173897,0.31020133,-23.10911364,-12.98045073,-21.11345475,-20.24970527,0.018280097,0.016175067,0.728597161,0.163922527,0.004682939,-7.273021214,0.026297201,8,0
97322,rheo,56869,ZFP109,0.193311051,0.194112914,-0.011207197,0.20878079,0.00118773,0.001450114,0.343080827,-23.90697318,-12.98045073,-21.91598304,-20.90777116,0.013957828,0.012304303,0.744166089,0.20878079,0.003612131,-7.781202383,0.022471464,8,0
97325,rheo,56707,ZFP111,0.202039622,0.202751507,0.027296849,0.222110808,0.001646425,0.002000282,0.351301135,-23.27194548,-12.98045073,-21.27807751,-20.2366184,0.017240866,0.015302912,0.747843387,0.222110808,0.004744203,-7.247642423,0.026474161,10,0
97326,rheo,57745,ZFP112,0.216807221,0.215978303,-0.001235042,0.275896034,0.010366099,0.012163169,0.170144779,-19.75379048,-12.98045073,-17.76053207,-17.83663142,0.055222545,0.050808176,0.63370885,0.275896034,0.012262397,-5.411969659,0.049148808,8,1
97329,rheo,240120,ZFP119B,0.119345137,0.120140944,0.038207824,0.153800954,0.020521534,0.020887217,0.300520262,-18.4841242,-12.98045073,-16.73531942,-15.91798207,0.084423155,0.072617576,0.722636142,0.153800954,0.028884767,-3.795966407,0.085718497,4,0
97330,rheo,231866,ZFP12,0.116862523,0.129215638,-0.003109597,0.143621391,0.00296314,0.001510033,0.258084552,-22.13619078,-12.98045073,-21.8355359,-21.24671629,0.024934485,0.012689267,0.697111841,0.143621391,0.003157519,-8.045370968,0.020648357,10,0
97334,rheo,72465,ZFP131,0.082653022,0.131969541,-0.043356998,0.178105699,0.08374552,0.020011404,0.100741284,-15.97782509,-12.98045073,-16.81589423,-17.78795622,0.204460137,0.070618278,0.56428479,0.178105699,0.013275214,-5.260449176,0.051619388,8,0
97335,rheo,668917,ZFP133-PS,0.099435634,0.098952642,0.002618604,0.111234296,0.010712039,0.01198547,0.368557168,-19.69220061,-12.98045073,-17.78866416,-16.68075312,0.056497364,0.05033218,0.751631625,0.111234296,0.019591046,-4.522521001,0.066587918,7,0
97336,rheo,243906,ZFP14,0.118514912,0.140118112,-0.072434556,0.175045531,0.003832953,0.00244373,0.047080633,-21.6419149,-12.98045073,-20.88236779,-23.23205301,0.029341916,0.017520812,0.485479264,0.175045531,0.001727978,-9.235933482,0.013616656,9,0
97340,rheo,26465,ZFP146,0.093767035,0.09484985,0.041414848,0.113602522,0.012459011,0.012335873,0.39022739,-19.40943424,-12.98045073,-17.73359246,-16.54812774,0.061990432,0.05132639,0.760599365,0.113602522,0.023996355,-4.141638295,0.07601036,3,0
97343,rheo,224585,ZFP160,0.158179571,0.160849934,0.000939616,0.186633719,0.003933858,0.003729287,0.225897963,-21.59213209,-12.98045073,-20.05096543,-19.66901858,0.029852334,0.023316375,0.676462459,0.186633719,0.005892928,-6.825183876,0.030514501,7,0
97344,rheo,67911,ZFP169,0.21118738,0.210505707,-0.003084052,0.237241079,0.00026112,0.000322054,0.164410195,-26.881572,-12.98045073,-24.93090587,-25.06384609,0.00515069,0.004364344,0.62708031,0.237241079,0.000708041,-11.0149327,0.007366514,10,0
97345,rheo,210135,ZFP180,0.064950933,0.093808028,-0.031871437,0.110813256,0.021697384,0.003739467,0.133295147,-18.38173262,-12.98045073,-20.0456218,-20.53217825,0.087549588,0.023354932,0.597240674,0.110813256,0.004431322,-7.380925852,0.025427346,9,0
97348,rheo,59057,ZFP191,0.093815446,0.097713431,-0.046626755,0.12031467,0.002216001,0.001722857,0.05019319,-22.69654523,-12.98045073,-21.57385062,-23.80493092,0.020893722,0.013940412,0.496539033,0.12031467,0.001351586,-9.723938468,0.011538857,10,1
97354,rheo,69890,ZFP219,0.10375162,0.134240824,-0.060083575,0.151068625,0.025407731,0.016202613,0.292322656,-18.09274423,-12.98045073,-17.21471688,-16.43821258,0.096657875,0.061400962,0.718801241,0.151068625,0.022610949,-4.253024394,0.073169667,9,0
97361,rheo,26466,ZFP260,0.101746088,0.101982411,0.039092381,0.106579329,5.38E-05,6.02E-05,0.466610213,-30.02256637,-12.98045073,-28.33702283,-26.92179617,0.001937135,0.001375688,0.786965615,0.106579329,0.000372928,-12.3034818,0.004772695,10,2
97364,rheo,22689,ZFP27,0.125574946,0.132520739,0.097567151,0.135540049,0.002405639,0.001698644,0.799069084,-22.53793703,-12.98045073,-21.60192005,-19.6734151,0.022118114,0.01379936,0.929468381,0.135540049,0.007207547,-6.434473468,0.034885546,10,1
97367,rheo,57247,ZFP276,0.209977345,0.214599728,-0.157251105,0.291780595,0.010044448,0.009330269,0.03033902,-19.81297679,-12.98045073,-18.26901151,-21.44328492,0.054165072,0.043054644,0.419122562,0.291780595,0.004009248,-7.576762675,0.024012143,10,1
97368,rheo,246196,ZFP277,0.119620057,0.119525364,0.002523328,0.137506343,7.53E-05,8.89E-05,0.098907506,-29.35176827,-12.98045073,-27.54113606,-28.54552644,0.002457298,0.001827262,0.56428479,0.137506343,0.000182884,-13.74380523,0.002983922,10,1
97369,rheo,22690,ZFP28,-0.091601488,-0.137815272,0.01245808,-0.165358901,0.045125458,0.009456567,0.209201973,-17.05710652,-12.98045073,-18.2431453,-17.98304204,0.138081045,0.043424098,0.667750821,-0.165358901,0.011608246,-5.516828992,0.047614846,6,0
97372,rheo,235469,ZFP280D,0.081938577,0.098635067,-0.055406001,0.120765085,0.041422417,0.021247214,0.159988774,-17.209728,-12.98045073,-16.70320864,-16.88154357,0.130621826,0.073305591,0.621516787,0.120765085,0.019995077,-4.484065372,0.067514027,5,0
97373,rheo,226442,ZFP281,0.057113551,0.090871788,-0.052449076,0.106395308,0.083541335,0.020190174,0.214998473,-15.98199509,-12.98045073,-16.79915495,-16.49547684,0.204089577,0.070961993,0.66930217,0.106395308,0.023003512,-4.220759268,0.073957035,7,0
97375,rheo,192651,ZFP286,0.070614685,0.094013948,0.031371315,0.105416321,0.062087205,0.024678012,0.514876071,-16.49471706,-12.98045073,-16.422773,-14.8907596,0.169253131,0.080782448,0.808543453,0.105416321,0.042763634,-3.073425213,0.110817588,5,1
97377,rheo,30046,ZFP292,0.088346764,0.092774942,-0.033945728,0.110935241,0.016216189,0.013221882,0.185218589,-18.91895859,-12.98045073,-17.60121213,-17.53783263,0.072982757,0.053866928,0.648819072,0.110935241,0.014543161,-5.086700184,0.05468994,8,0
97385,rheo,67230,ZFP329,0.141653418,0.163048858,0.039570769,0.183848577,0.006680032,0.002946862,0.334009379,-20.58287954,-12.98045073,-20.51344521,-19.54319371,0.041687067,0.01978075,0.741073155,0.183848577,0.006424428,-6.65743773,0.032481549,9,0
97389,rheo,629777,ZFP335OS,0.122057304,0.125370457,-0.029268011,0.147389869,0.001293553,0.001465734,0.115645059,-23.74076009,-12.98045073,-21.89469165,-22.62576277,0.014692354,0.012402366,0.582079286,0.147389869,0.001900217,-9.047608483,0.014634958,10,1
97392,rheo,22694,ZFP35,0.099235412,0.102059358,0.058556527,0.111258571,0.00091829,0.000768597,0.48550125,-24.4090221,-12.98045073,-23.18234207,-21.71910753,0.011740652,0.007906126,0.795798685,0.111258571,0.003592845,-7.791705251,0.022405405,10,1
97393,rheo,21408,ZFP354A,0.120098328,0.163223115,0.044211076,0.20605156,0.00835622,0.001321498,0.13571084,-20.15940852,-12.98045073,-22.10066915,-22.55658625,0.048608596,0.011566659,0.599774361,0.20605156,0.002084721,-8.864171484,0.015496254,9,1
97397,rheo,230761,ZFP362,0.106331103,0.127382607,-0.012859097,0.178111141,0.037044206,0.018884832,0.107511539,-17.40983499,-12.98045073,-16.92507513,-17.78312254,0.121621338,0.068037437,0.569461337,0.178111141,0.012621519,-5.356819436,0.050099141,11,0
97398,rheo,216049,ZFP365,0.037241963,0.069090342,-0.037278968,0.075495027,0.026295822,0.001096071,0.190601376,-18.03007692,-12.98045073,-22.47321603,-22.36318612,0.098985169,0.010146344,0.651933082,0.075495027,0.00222091,-8.739038569,0.016147845,10,0
