Column1,property,gene_entrez_id,gene_symbol,beta_gene,beta_gene|class,slope_exc,slope_inh,pval_gene,pval_gene|class_anova,pval_int_anova,model1_aic,model2_aic,model3_aic,model4_aic,FDR_gene,FDR_gene|class_anova,FDR_int_anova,beta_gene_inh_only,pval_gene_inh_only,inh_only_aic,FDR_gene_inh_only,n_significant_0.1_g|c,n_significant_0.1_int
201877,E_PC1,66999,MED28,-1.529771896,-2.300682622,0.018008913,-3.866852677,0.232381574,0.024342933,0.052517012,235.9428656,215.7121966,212.2443259,210.096836,0.351204235,0.06472718,0.31261833,-3.866852677,0.011174405,158.1408404,0.03548326,7,1
201881,E_PC1,67381,MED4,0.807749045,1.25105564,-0.171119649,1.703724205,0.132691593,0.003250624,0.044842531,235.0626278,215.7121966,208.3721002,205.9319019,0.228707559,0.01457588,0.293493948,1.703724205,0.002418719,155.1601104,0.011605036,8,3
201887,E_PC1,17258,MEF2A,1.011899909,1.272363794,0.48931023,1.319484711,0.003486874,1.04E-06,0.399868277,228.4471378,215.7121966,191.9890595,193.2070848,0.012518298,3.15E-05,0.658910847,1.319484711,2.68E-05,146.0734947,0.000406264,10,0
201888,E_PC1,17260,MEF2C,0.299838779,0.896110452,0.156540733,0.910497349,0.182245217,5.68E-07,0.508675612,235.570522,215.7121966,190.7420874,192.2601481,0.292483451,1.99E-05,0.729783179,0.910497349,1.74E-05,145.1855617,0.000294361,13,0
201891,E_PC1,214058,MEGF11,1.07544691,0.913985895,-0.140935519,1.292980055,0.007125756,0.004557458,0.037328706,229.8100435,215.7121966,209.0341098,206.2510457,0.022217947,0.018700167,0.2703121,1.292980055,0.002734847,155.4023807,0.01273916,8,1
201893,E_PC1,230316,MEGF9,0.319235294,1.295891178,-0.005508142,1.74275887,0.575780407,0.006038753,0.090053458,237.1170325,215.7121966,209.5823645,208.4121067,0.686617713,0.022926983,0.387427393,1.74275887,0.00593979,156.9208293,0.022557942,7,0
201895,E_PC1,76890,MEMO1,1.331739395,1.270238612,-0.472042807,1.527581752,0.001206244,8.28E-05,0.020735848,226.3936952,215.7121966,201.0058098,197.1047059,0.005308606,0.000939098,0.212030122,1.527581752,0.000112339,148.9974078,0.001205506,11,2
201896,E_PC1,17283,MEN1,1.099456061,0.878940728,-0.314364368,1.134816273,0.033579134,0.036207052,0.177450079,232.6839023,215.7121966,212.9805349,212.9737395,0.077725352,0.086616007,0.49276658,1.134816273,0.035313823,160.3063336,0.081915041,6,2
201898,E_PC1,80889,MESDC1,-0.002357076,0.937078803,0.196775734,1.343296689,0.995223999,0.006358294,0.094188251,237.4472824,215.7121966,209.6824834,208.5917948,0.996693325,0.023828967,0.394360283,1.343296689,0.006705623,157.1562818,0.024625602,8,0
201900,E_PC1,17294,MEST,-1.110053134,-0.909315913,-0.258953761,-1.045193486,0.001335,0.00123837,0.264391274,226.5911504,215.7121966,206.4626608,207.0883154,0.005761877,0.007151279,0.565216785,-1.045193486,0.003888235,156.093819,0.016494652,11,0
201903,E_PC1,56307,METAP2,2.132989665,1.172986001,-0.288990244,1.818791692,8.29E-05,0.033915263,0.069386918,221.1102264,215.7121966,212.8601395,211.2220625,0.000606162,0.082589821,0.347652836,1.818791692,0.017817748,159.0290168,0.049428227,3,1
201904,E_PC1,210029,METRNL,0.776532464,0.964061715,-0.072233112,1.669997989,0.028813036,0.000499458,0.000452337,232.4067907,215.7121966,204.6455821,193.0749098,0.069130903,0.003693748,0.025806483,1.669997989,2.35E-05,145.7985542,0.000369798,9,3
201907,E_PC1,210529,METTL14,1.282110265,1.216326863,-0.199326229,1.550810068,0.004410253,0.000634053,0.03616418,228.8971326,215.7121966,205.1247114,202.2820825,0.015092262,0.004393748,0.267366275,1.550810068,0.000646317,152.5328336,0.004519171,10,2
201910,E_PC1,52535,METTL17,1.556941257,1.446035503,-0.318448826,1.995194973,0.000897262,9.13E-05,0.002448329,225.8162365,215.7121966,201.2058651,193.0802336,0.004176732,0.001014335,0.071458691,1.995194973,2.56E-05,145.973328,0.000394636,10,6
201913,E_PC1,320204,METTL20,-2.442333791,-1.373337532,0.141368065,-2.04601404,0.000680857,0.038687638,0.118565111,225.2759795,215.7121966,213.1021718,212.4143016,0.003342437,0.091016581,0.428418851,,,,,5,0
201914,E_PC1,67099,METTL21A,1.214908126,1.078764026,-0.228574299,1.358507922,0.018675566,0.009209375,0.128497802,231.6127427,215.7121966,210.398538,209.8492533,0.048568406,0.031409628,0.438746978,1.358507922,0.0104331,158.0092023,0.033835183,9,0
201915,E_PC1,239706,METTL22,1.469439208,1.103248097,-0.160983008,1.498706084,0.002633658,0.006424732,0.066290712,227.9072987,215.7121966,209.702654,207.9817315,0.009971153,0.023996935,0.33887755,1.498706084,0.005151383,156.6436094,0.020249996,7,1
201917,E_PC1,216292,METTL25,2.799290852,2.002452408,-0.52698667,2.256875202,3.57E-07,0.000335697,0.121034173,210.1267302,215.7121966,203.8454569,203.1932073,7.48E-06,0.002732575,0.431195278,2.256875202,0.000907989,153.2134299,0.005777568,10,1
201920,E_PC1,75422,METTL5,2.29209706,1.534384538,-0.297822262,2.783275538,1.44E-06,0.002718633,0.00108908,212.9589005,215.7121966,208.0204794,198.2506166,2.31E-05,0.012750463,0.044713399,2.783275538,0.000158225,149.6931033,0.001560397,8,5
201921,E_PC1,67011,METTL6,0.305683508,1.062542384,-0.357640372,1.378541159,0.601285648,0.026547718,0.150244405,237.1592746,215.7121966,212.4061282,212.1225015,0.707906448,0.06905574,0.4624973,1.378541159,0.025382299,159.6939223,0.064193798,5,2
201923,E_PC1,228019,METTL8,1.729530869,1.240926804,-0.476641265,1.531986417,2.01E-07,0.001533413,0.053503428,208.9602123,215.7121966,206.8876273,204.7744435,4.72E-06,0.008429973,0.314654793,1.531986417,0.001722149,154.4879797,0.009087809,9,2
201924,E_PC1,59052,METTL9,1.823397619,1.662564592,0.01838112,1.913095412,0.018273802,0.007106768,0.281149139,231.5725964,215.7121966,209.898203,210.6166357,0.047665695,0.025848567,0.578747233,1.913095412,0.013605592,158.5170312,0.040837957,7,0
201927,E_PC1,237400,MEX3D,-1.927194052,-2.014391639,-0.197225238,-2.29408508,0.062401632,0.014276476,0.372869627,233.7846316,215.7121966,211.2375969,212.3614452,0.126839343,0.043499721,0.641720508,-2.29408508,0.026661174,159.7856115,0.066526415,5,0
201928,E_PC1,67532,MFAP1A,1.884376288,1.61424641,-0.296063548,2.297500956,0.011936659,0.007485179,0.046171659,230.7810502,215.7121966,209.9985861,207.6126986,0.033910333,0.02689642,0.297315288,2.297500956,0.004547877,156.4004283,0.018446649,6,1
201933,E_PC1,75734,MFF,2.764572338,1.788139948,-0.501622794,2.833764625,0.000855991,0.013746191,0.024743556,225.7241728,215.7121966,211.1655439,207.6032237,0.004022959,0.042266682,0.228685903,2.833764625,0.004725475,156.4752499,0.018980658,6,4
201934,E_PC1,52065,MFHAS1,0.783572125,1.266160928,0.204936901,1.416796596,0.174293809,0.005724777,0.365355481,235.5004835,215.7121966,209.4785792,210.574489,0.282357358,0.022141124,0.63782293,1.416796596,0.013541214,158.5079913,0.040697523,8,0
201936,E_PC1,170731,MFN2,1.223082032,1.005348032,-0.362581901,1.198979558,0.006696783,0.005973267,0.14136502,229.6924023,215.7121966,209.5611794,209.1746509,0.021128611,0.022835291,0.45123281,1.198979558,0.008356124,157.5819554,0.028837899,6,1
201939,E_PC1,69900,MFSD11,1.627896556,0.999656304,-0.598733844,1.235722281,9.99E-05,0.011427602,0.105762819,221.4832405,215.7121966,210.8127993,209.9260721,0.000706063,0.036670438,0.40849676,1.235722281,0.012013381,158.2794208,0.037418091,7,1
201940,E_PC1,73822,MFSD12,1.223883848,1.178394201,-0.21774076,1.29709004,0.050973012,0.018585631,0.40491914,233.4294163,215.7121966,211.7374426,212.9720768,0.108258911,0.052813997,0.661801577,1.29709004,0.033937654,160.2330751,0.079439656,6,0
201942,E_PC1,213006,MFSD4,0.323351073,1.137203002,0.294795086,1.242061572,0.21167904,3.94E-08,0.084269355,235.8018564,215.7121966,185.1807534,183.8922765,0.326833723,2.25E-06,0.376506841,1.242061572,1.01E-06,139.3062325,3.36E-05,12,1
201943,E_PC1,106073,MFSD5,1.006705184,1.026113983,-0.333150529,1.317180085,0.0262299,0.004208754,0.063817138,232.2358806,215.7121966,208.8785197,207.0883848,0.064002214,0.017665481,0.334971384,1.317180085,0.003905987,156.1027433,0.016538966,8,1
201945,E_PC1,226844,MFSD7B,2.224231865,1.274137367,-0.1893436,1.587989532,1.78E-05,0.025157061,0.221784732,218.0321774,215.7121966,212.3057812,212.6587322,0.000176502,0.066429004,0.532089766,1.587989532,0.030093546,160.0107336,0.072768006,6,0
201948,E_PC1,17308,MGAT1,0.752164046,0.994903297,0.326831936,1.226215755,0.126610694,0.010815065,0.29859503,234.9857895,215.7121966,210.7072625,211.5151396,0.220593118,0.035260867,0.587612302,1.226215755,0.020811717,159.3218816,0.055587213,8,0
201951,E_PC1,269181,MGAT4A,-1.580337199,-1.013256964,0.085938529,-1.611310128,2.20E-06,0.008611962,0.026198184,213.820534,215.7121966,210.2693456,206.8160744,3.27E-05,0.029915667,0.234731866,-1.611310128,0.003314784,155.7807685,0.014702999,5,2
201954,E_PC1,107895,MGAT5,-0.0229198,0.73290252,-0.196654153,1.435625983,0.941582789,0.00752695,0.001294844,237.4416554,215.7121966,210.0093477,200.5921633,0.960622147,0.026983031,0.048642305,1.435625983,0.000383427,151.4830889,0.0030802,7,5
201955,E_PC1,268510,MGAT5B,1.374835241,1.110171006,0.170452551,1.746986641,0.006811235,0.007207203,0.048593298,229.7245263,215.7121966,209.9253689,207.6343257,0.021445379,0.026128251,0.304001734,1.746986641,0.004596028,156.4210043,0.018602818,7,2
201956,E_PC1,76055,MGEA5,0.206610856,1.200368968,0.321240113,1.319954781,0.653917398,0.001995528,0.381262914,237.2352932,215.7121966,207.4098604,208.5639986,0.749772883,0.010259114,0.645542357,1.319954781,0.006525261,157.1033969,0.024147223,7,0
201959,E_PC1,17237,MGRN1,1.238100322,0.87713697,0.128840939,1.000820833,0.001751982,0.00857414,0.346060246,227.1191296,215.7121966,210.2608601,211.281246,0.007200167,0.029817786,0.625969572,1.000820833,0.017695665,159.0160184,0.049195845,6,0
201960,E_PC1,66447,MGST3,0.769810168,1.518734459,0.079964234,1.799478072,0.092830797,2.28E-05,0.046694816,234.4678858,215.7121966,198.3662119,196.0012513,0.173657734,0.000342741,0.299104086,1.799478072,6.59E-05,147.9101391,0.000792936,10,2
201962,E_PC1,330166,MIAT,-1.102695964,-1.039789547,0.165071124,-1.176330038,1.48E-11,7.01E-07,0.022809176,189.4280346,215.7121966,191.1791858,187.4610656,1.96E-09,2.33E-05,0.22189421,-1.176330038,3.25E-06,141.7309396,8.11E-05,11,1
201965,E_PC1,320878,MICAL2,-0.183661106,0.615093221,0.134914575,0.712094296,0.431125983,0.006791976,0.32490272,236.7935253,215.7121966,209.8104437,210.7411765,0.557514113,0.025016598,0.608862212,0.712094296,0.014654338,158.658399,0.042916806,9,0
201966,E_PC1,194401,MICAL3,-0.302404489,0.767808738,-0.105200386,1.41263991,0.369123501,0.018613402,0.015270728,236.5964529,215.7121966,211.7402602,207.2477786,0.498506576,0.052877999,0.183685046,1.41263991,0.003938914,156.1191884,0.016612877,6,2
201970,E_PC1,78506,MICU3,1.75032783,1.864773533,0.444477626,2.186902873,0.029667304,0.00333331,0.265494655,232.459822,215.7121966,208.4214402,209.0534272,0.070735751,0.014840345,0.56625343,2.186902873,0.007866785,157.4654267,0.027702579,8,0
201971,E_PC1,68041,MID1IP1,1.37237987,1.021325033,-0.574903179,1.269650454,1.06E-07,0.001496546,0.035515475,207.6573596,215.7121966,206.8392886,203.9626018,2.90E-06,0.008264505,0.266210666,1.269650454,0.001423565,154.1098666,0.007947781,9,1
201974,E_PC1,239555,MIEF1,0.768478146,0.917470413,-0.163618478,1.105842798,0.164272967,0.037217104,0.296087014,235.4067897,215.7121966,213.0310865,213.8265214,0.270283375,0.088460355,0.58659542,1.105842798,0.047684892,160.855339,0.102005463,6,0
201975,E_PC1,237781,MIEF2,1.432621311,1.539100755,0.025360197,1.952635966,0.042319247,0.005829279,0.138388892,233.0990481,215.7121966,209.5137538,209.0910982,0.093270398,0.02241748,0.449197936,1.952635966,0.00765618,157.4129739,0.027176034,7,0
201977,E_PC1,71148,MIER1,0.130045113,1.385469885,-0.06083843,1.677614232,0.808181413,0.002572596,0.135778086,237.385147,215.7121966,207.9116516,207.4565787,0.866288742,0.012279671,0.446421108,1.677614232,0.004170722,156.2311477,0.017317629,8,0
201980,E_PC1,17319,MIF,2.764886161,1.926643927,-0.722999827,2.469661813,0.000801833,0.00630514,0.074011298,225.596311,215.7121966,209.6661902,208.1447526,0.003812455,0.023650361,0.356466131,2.469661813,0.00584724,156.8902972,0.022272268,8,1
201981,E_PC1,667686,MIF-PS1,2.689923209,1.893450894,-0.354716246,2.304733384,0.00067028,0.00506609,0.136096906,225.2452847,215.7121966,209.2405725,208.7894955,0.003294734,0.020155411,0.446428567,2.304733384,0.006974415,157.2324597,0.025334882,9,0
201982,E_PC1,619750,MIF-PS3,4.20267969,3.077544025,-0.503250729,3.884138335,0.000721795,0.003303082,0.086615635,225.3904037,215.7121966,208.4035483,207.1640547,0.003504222,0.014756908,0.381077582,3.884138335,0.003813102,156.0555824,0.016264737,7,2
201983,E_PC1,100040259,MIF-PS6,3.870971083,3.235528283,-1.356732596,3.588817238,0.001231684,0.000850399,0.161695313,226.4343479,215.7121966,205.7126579,205.5520116,0.005399949,0.005417102,0.475733928,3.588817238,0.002204833,154.9772158,0.010876551,10,1
201987,E_PC1,50932,MINK1,-0.399809548,2.065469016,-0.239030369,2.541951756,0.512327426,0.000644064,0.061969494,236.9944524,215.7121966,205.1561312,203.3124046,0.63184671,0.004435435,0.330984494,2.541951756,0.000923777,153.247879,0.005834862,10,0
201988,E_PC1,433771,MINOS1,4.392197605,3.430714491,-0.314620019,4.674332067,5.51E-08,2.51E-06,0.000342291,206.3184388,215.7121966,193.8216259,181.6764647,1.70E-06,6.25E-05,0.022551408,4.674332067,4.16E-07,137.4676015,1.71E-05,11,6
201992,E_PC1,73490,MIPOL1,3.347444174,2.975164216,-0.092567831,3.601978083,7.13E-05,8.43E-06,0.017373234,220.812014,215.7121966,196.3253651,192.0829444,0.000538064,0.000161156,0.194914662,3.601978083,1.62E-05,145.0441408,0.000278667,11,0
201996,E_PC1,735265,MIR703,-2.44774592,-3.658686893,1.160850137,-4.653000634,0.083691939,0.00100067,0.033598842,234.2916148,215.7121966,206.037755,203.0565074,0.15969348,0.006100646,0.262120131,-4.653000634,0.000910516,153.2189845,0.005781966,9,0
201997,E_PC1,102466237,MIR7666,2.089329139,2.361359202,-0.433633399,2.801801645,0.061257563,0.007505725,0.191481974,233.7523252,215.7121966,210.0038871,210.1214027,0.124888102,0.026938538,0.503836944,2.801801645,0.011449316,158.1873933,0.036157709,7,1
201999,E_PC1,77994,MIR99AHG,0.065531183,-0.724645313,0.711051646,-0.778705928,0.830357389,0.007862726,0.289844743,237.398901,215.7121966,210.0936987,210.8575709,0.883158559,0.027908105,0.583711963,-0.778705928,0.016685568,158.9047824,0.047192823,8,1
202001,E_PC1,67139,MIS12,0.730310792,0.877118089,-0.210798599,1.130937251,0.069596216,0.00579377,0.082491622,233.9743343,215.7121966,209.5018745,208.1752919,0.138129031,0.02232926,0.374582947,1.130937251,0.005654574,156.8251238,0.021760515,8,1
202004,E_PC1,17342,MITF,1.914156656,1.69228633,-0.239198706,1.923133306,1.65E-08,1.48E-10,0.000627994,203.8473653,215.7121966,173.4757638,162.5793945,6.59E-07,2.67E-08,0.032488046,1.923133306,4.86E-10,123.3528646,9.87E-08,12,3
202005,E_PC1,59030,MKKS,1.768136372,2.04381019,-0.090745346,2.23079199,0.001157321,5.64E-07,0.071210315,226.313017,215.7121966,190.7293172,189.1381987,0.0051236,1.98E-05,0.351559535,2.23079199,5.71E-06,142.8898828,0.000124056,12,2
202006,E_PC1,223701,MKL1,-0.087037335,1.152388195,-0.53670505,1.407833952,0.87215444,0.015017374,0.151541532,237.4200029,215.7121966,211.3337841,211.0646133,0.9125894,0.045145637,0.464050066,1.407833952,0.017437305,158.9882024,0.048711601,6,1
202009,E_PC1,100503869,MKLN1OS,1.936456354,1.561445585,0.008063073,2.110951943,0.002622824,0.002925981,0.061816615,227.8993508,215.7121966,208.1652082,206.3169713,0.009936294,0.013467975,0.330978884,2.110951943,0.002734856,155.4023869,0.01273916,8,2
202010,E_PC1,17346,MKNK1,0.832312462,1.154362181,-0.042647652,1.300818933,0.065841441,0.001145495,0.211259455,233.8780912,215.7121966,206.3073566,206.5830891,0.132028904,0.006769844,0.523921731,1.300818933,0.003018558,155.5967257,0.013666804,9,0
202012,E_PC1,54484,MKRN1,1.08744239,1.210249451,-0.319619778,1.417972762,0.110853684,0.025801996,0.287890484,234.7659397,215.7121966,212.3530166,213.1068289,0.199282021,0.067634686,0.58289468,1.417972762,0.03622155,160.353039,0.083352077,5,0
202013,E_PC1,67027,MKRN2,1.205624979,1.054011975,-0.28918504,1.216867967,0.004461549,0.001938208,0.145945716,228.9192351,215.7121966,207.3521696,207.0196077,0.015237459,0.010049054,0.457188535,1.216867967,0.003675066,155.9832928,0.015844838,10,1
202014,E_PC1,210719,MKX,0.945258014,0.723960618,-0.072681457,0.805337784,9.74E-07,2.19E-05,0.095990645,212.165513,215.7121966,198.2860404,197.2288558,1.68E-05,0.000334469,0.396196682,0.805337784,0.000102644,148.8138207,0.001123353,10,1
202019,E_PC1,69642,MLIP,-0.729680441,-0.412273088,0.223954585,-0.501520677,9.32E-06,0.038783686,0.222413606,216.7312262,215.7121966,213.1067157,213.4641415,0.000105656,0.091189832,0.532336349,-0.501520677,0.043953946,160.7072393,0.095971924,8,0
202020,E_PC1,64144,MLLT1,0.548209757,1.00280855,0.075573184,1.178276911,0.369579993,0.040939889,0.403324138,236.5980741,215.7121966,213.2057295,214.4351515,0.498847194,0.094961455,0.661251028,1.178276911,0.06039611,161.2810517,0.121994447,5,0
202022,E_PC1,56772,MLLT11,-0.838440645,-1.258658437,-0.25604342,-1.897011503,0.278963371,0.04203551,0.186482929,236.2108879,215.7121966,213.2539634,213.3284408,0.403995146,0.096785513,0.498640268,-1.897011503,0.039991446,160.5347117,0.089620505,2,0
202023,E_PC1,70122,MLLT3,-0.278194261,-1.247863689,-0.118079518,-1.455601052,0.567741657,0.00209837,0.208562327,237.1029292,215.7121966,207.5092782,207.7644854,0.679847614,0.010644413,0.521157675,-1.455601052,0.004697052,156.4634699,0.018911589,9,1
202024,E_PC1,17356,MLLT4,-2.991830198,-1.861886381,0.427724786,-2.74374939,0.00055549,0.016379602,0.056031555,224.8766576,215.7121966,211.4985187,209.4702874,0.002840254,0.048029526,0.320093378,-2.74374939,0.009182403,157.7637156,0.030923445,6,1
202025,E_PC1,246198,MLLT6,-0.498847765,1.858908967,0.013564758,2.715996712,0.461399723,0.004774132,0.043207745,236.8750564,215.7121966,209.124795,206.6154232,0.585136126,0.019295017,0.288106694,2.715996712,0.003052706,155.6188557,0.013805201,6,1
202026,E_PC1,56716,MLST8,0.611796302,1.054596422,-0.109289466,1.279189264,0.225178236,0.008765185,0.187018006,235.8955704,215.7121966,210.3033354,210.3824833,0.342907832,0.030326694,0.499138766,1.279189264,0.012517283,158.3579556,0.038471136,7,0
202029,E_PC1,56690,MLYCD,0.80267526,0.877940896,-0.297890472,1.024090537,0.051603899,0.007150426,0.186310628,233.451139,215.7121966,209.9100595,209.9830297,0.109181011,0.025984136,0.498640268,1.024090537,0.011166618,158.1395046,0.035473311,8,1
202032,E_PC1,67096,MMACHC,1.0784576,0.913881094,-0.318097425,1.12910857,0.007117531,0.004690281,0.093887388,229.8078567,215.7121966,209.0902077,207.9938586,0.02219797,0.019051342,0.393874547,1.12910857,0.00543786,156.7490538,0.02109647,9,1
202033,E_PC1,109129,MMADHC,1.271323887,0.890125541,-0.095119319,1.399634454,0.007817792,0.025373281,0.064964422,229.9853644,215.7121966,212.3217561,210.5640726,0.023953637,0.066840941,0.336794324,1.399634454,0.013458167,158.4962645,0.04051108,5,2
202036,E_PC1,17380,MME,1.475978528,1.216730715,0.007338096,1.224702907,1.94E-11,1.23E-08,0.58088038,189.9894528,215.7121966,182.7411146,184.4047931,2.37E-09,8.96E-07,0.775926538,1.224702907,1.06E-06,139.4115728,3.51E-05,12,0
202038,E_PC1,236792,MMGT1,1.174083534,0.851960621,-0.127026017,1.007326824,0.002198905,0.007900601,0.206623699,227.5590184,215.7121966,210.1029814,210.3432406,0.008608088,0.027974908,0.518936084,1.007326824,0.012386674,158.3379158,0.038242254,6,1
202039,E_PC1,216829,MMGT2,0.899918988,1.104006752,-0.371207228,1.324872222,0.031232046,0.000717177,0.059521822,232.552956,215.7121966,205.3716438,203.4542405,0.073504874,0.004796072,0.326630758,1.324872222,0.001041728,153.4878292,0.006369296,10,1
202044,E_PC1,433938,MN1,-1.187850647,-1.052650829,-0.180852708,-1.424427687,0.001356756,0.000375937,0.036007325,226.6225998,215.7121966,204.0737326,201.2229276,0.00583785,0.00296716,0.267079847,-1.424427687,0.000452232,151.815446,0.003441725,10,3
202048,E_PC1,232157,MOB1A,0.826555822,1.760575409,0.014011377,2.560541366,0.318998347,0.008313721,0.063045726,236.3997924,215.7121966,210.2013742,208.3890678,0.446108099,0.029186469,0.332619259,2.560541366,0.005889305,156.9042351,0.022402988,9,0
202049,E_PC1,68473,MOB1B,1.779439648,1.613759534,-0.441795701,2.132155263,0.007156115,0.002235999,0.036551903,229.818093,215.7121966,207.6348584,204.8122816,0.022280632,0.011102705,0.267864456,2.132155263,0.001686398,154.446366,0.008948738,9,1
202050,E_PC1,101513,MOB2,1.082253545,1.245304888,-0.505318543,1.393803589,0.008427026,8.76E-05,0.077304855,230.127043,215.7121966,201.1209864,199.6779492,0.025462506,0.000983668,0.36328521,1.393803589,0.000270472,150.7788094,0.002387726,10,1
202052,E_PC1,19070,MOB4,2.463948148,1.487589484,-0.38405298,2.744524435,0.003686352,0.043297721,0.030365358,228.5538633,215.7121966,213.3079197,210.1352911,0.013089774,0.099019512,0.251513337,2.744524435,0.011941822,158.2679945,0.037265442,4,1
202054,E_PC1,17434,MOCS2,1.746553454,1.097854257,-0.181330143,1.834264333,0.003793818,0.034201885,0.052402185,228.6089508,215.7121966,212.8756547,210.724127,0.013357128,0.083125046,0.312098998,1.834264333,0.014472943,158.6347074,0.042557959,5,1
202056,E_PC1,57377,MOGS,1.153548971,1.157043978,-0.363964935,1.55721291,0.045316246,0.011602024,0.075670553,233.2209292,215.7121966,210.841791,209.360309,0.098436463,0.037064551,0.359860861,1.55721291,0.009003569,157.7258373,0.030489837,5,0
202062,E_PC1,240069,MORC2B,1.074548208,2.017934212,0.312969192,2.488851395,0.173920715,0.001316958,0.129583966,235.4971071,215.7121966,206.5851308,206.0502745,0.28179033,0.00749653,0.439718304,,,,,8,0
202066,E_PC1,56397,MORF4L2,1.129948354,-1.715040931,-0.416386902,-3.429293159,0.146078175,0.036739771,0.060250705,235.2187316,215.7121966,213.007378,211.1122468,0.246730464,0.087598633,0.327740222,-3.429293159,0.017596348,159.0053755,0.049037474,2,0
202072,E_PC1,68929,MOSPD3,2.078833882,1.471062528,-0.174148807,1.929749462,2.86E-07,0.002135583,0.05326651,209.673988,215.7121966,207.5440392,205.4226773,6.33E-06,0.010788363,0.313866229,1.929749462,0.001996673,154.7810497,0.010103897,8,2
202073,E_PC1,59012,MOXD1,0.781954248,0.532801675,-0.11574822,0.693982811,0.000223038,0.004206111,0.066621525,223.0771134,215.7121966,208.877291,207.1654153,0.001348807,0.017660459,0.339758645,0.693982811,0.00387813,156.0887203,0.016463197,10,1
202074,E_PC1,55951,MPC1,3.375429732,2.468729067,-0.212437752,5.326605449,2.45E-07,0.000117806,4.53E-08,209.3569215,215.7121966,201.7244973,170.746992,5.60E-06,0.001241083,9.22E-05,5.326605449,8.77E-09,129.4170225,9.95E-07,11,10
202075,E_PC1,100041649,MPC1-PS,3.731550238,2.844807006,-0.261260694,5.075789313,2.37E-08,1.62E-05,4.34E-07,204.588795,215.7121966,197.6662102,171.5047586,8.90E-07,0.000264175,0.000318028,5.075789313,1.15E-08,129.990993,1.22E-06,11,9
202076,E_PC1,70456,MPC2,3.314199587,2.661873674,-0.424698319,4.200953913,1.27E-07,7.79E-07,6.30E-08,208.0153525,215.7121966,191.3997142,161.1272841,3.38E-06,2.51E-05,0.000109955,4.200953913,3.31E-10,122.5434249,7.39E-08,11,11
202083,E_PC1,269702,MPHOSPH9,-0.567150521,1.249275312,0.119133758,1.781280625,0.354626697,0.033249922,0.175535053,236.5434794,215.7121966,212.8235894,212.7989486,0.483906121,0.081424298,0.490054756,1.781280625,0.03169392,160.106708,0.075470412,5,0
202084,E_PC1,110119,MPI,0.976306234,0.784802562,-0.166541307,1.210431604,0.003491796,0.003978902,0.012126294,228.4498449,215.7121966,208.7686107,203.826792,0.0125286,0.016974982,0.166535345,1.210431604,0.001164564,153.7101197,0.006880439,8,2
202091,E_PC1,56524,MPP6,0.77455952,0.545118771,-0.270634908,0.660315916,0.003057418,0.013071515,0.148126287,228.194601,215.7121966,211.0696231,210.7620847,0.011261258,0.040781969,0.459120041,0.660315916,0.015678627,158.7867567,0.045117004,9,2
202093,E_PC1,225651,MPPE1,1.196590213,0.947960079,-0.070393082,1.109685148,0.003655396,0.004858551,0.208232653,228.5376916,215.7121966,209.1589975,209.4116744,0.012989635,0.019552707,0.520858936,1.109685148,0.008656256,157.6500222,0.029608388,8,1
202094,E_PC1,223726,MPPED1,0.194557129,0.30604524,0.028150089,0.345247393,0.175160947,0.007271887,0.343250683,235.5082989,215.7121966,209.9426607,210.9515705,0.283349893,0.026308071,0.623733995,0.345247393,0.015506522,158.7658044,0.044774382,10,0
202095,E_PC1,77015,MPPED2,0.330453343,0.648006615,0.119175,0.722973021,0.18408447,0.001068645,0.287517105,235.58622,215.7121966,206.1688936,206.9207739,0.294467625,0.006427663,0.582621799,0.722973021,0.003488097,155.8808463,0.015234289,9,0
202096,E_PC1,26936,MPRIP,0.769315496,1.524599782,0.094541307,2.020957406,0.088287972,1.54E-05,0.006009145,234.382736,215.7121966,197.5666848,191.2402772,0.166640305,0.000255095,0.116354922,2.020957406,1.21E-05,144.4457688,0.000223331,11,0
202097,E_PC1,246221,MPST,3.529145119,2.703877606,-0.58480524,3.024542758,4.53E-07,1.52E-05,0.064814237,210.6109813,215.7121966,197.5324747,195.7705781,9.13E-06,0.000251494,0.3365438,3.024542758,6.29E-05,147.8154275,0.00076654,11,1
202101,E_PC1,68481,MPZL1,2.018921095,1.230210283,-0.630118855,1.516171185,0.002098475,0.032275955,0.193421291,227.4686245,215.7121966,212.7686839,212.9025441,0.008287818,0.079517637,0.505345718,1.516171185,0.035323362,160.3068309,0.08192074,6,1
202102,E_PC1,244958,MRAP2,-0.132339162,-0.577115322,-0.163200028,-0.612970632,0.596320977,0.005383344,0.542977046,237.1513427,215.7121966,209.3589128,210.9506121,0.704575104,0.021142047,0.750759542,-0.612970632,0.015796873,158.8010153,0.045378253,10,0
202105,E_PC1,381269,MREG,1.345072755,1.28591666,-0.185634344,2.142864584,0.033364149,0.010735185,0.018312625,232.672312,215.7121966,210.6930494,206.552422,0.077315669,0.035047222,0.200519142,2.142864584,0.003055699,155.6207837,0.013807223,8,2
202107,E_PC1,73247,MRGBP,1.538076211,1.317942855,-0.293242501,1.483164986,0.000715689,0.000314055,0.127808266,225.3737577,215.7121966,203.7109827,203.1524677,0.003484273,0.002613912,0.437833762,1.483164986,0.000885419,153.163118,0.00567139,10,0
