Column1,Gad2-IRES-Cre__L5__inh,Sst-IRES-Cre__L6__inh,Nos1-CreERT2|Sst-IRES-FlpO__L5-L6__inh,Oxtr-T2A-Cre__L5-L6__inh,Rbp4-Cre_KL100__L4__exc,Sim1-Cre_KJ18__L4-L6__exc,Chrna2-Cre_OE25__L5__inh,Tlx3-Cre_PL56__L4-L6__exc,Chrna2-Cre_OE25|Pvalb-T2A-Dre__L5-L6__inh,Chat-IRES-Cre-neo__L2/3__inh,Htr3a-Cre_NO152__L4__inh,Sst-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L4__inh,Htr3a-Cre_NO152|Pvalb-T2A-Dre__L5-L6__inh,Vip-IRES-Cre__L6__inh,Vip-IRES-Cre__L5__inh,Penk-IRES2-Cre-neo__L5-L6__exc,Ndnf-IRES2-dgCre__L1__inh,Chrna2-Cre_OE25__L6__inh,Htr3a-Cre_NO152__L2/3__inh,Nos1-CreERT2__L1-L4__inh,Nr5a1-Cre__L4__exc,Pvalb-IRES-Cre__L6__inh,Ntsr1-Cre_GN220__L6__exc,Vip-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L5__inh,Nkx2-1-CreERT2__L5-L6__inh,Chat-IRES-Cre-neo__L4__inh,Gad2-IRES-Cre__L1__inh,Vip-IRES-Cre__L1-L2/3__inh,Vipr2-IRES2-Cre__L1-L6__inh,Nkx2-1-CreERT2__L1-L4__inh,Scnn1a-Tg2-Cre__L4__exc,Sst-IRES-Cre__L1-L2/3__inh,Oxtr-T2A-Cre__L1-L4__inh,Rbp4-Cre_KL100__L5__exc,Htr3a-Cre_NO152__L5-L6__exc,Ctgf-T2A-dgCre__L6__exc,Vipr2-IRES2-Cre__L1-L6__exc,Nos1-CreERT2__L5-L6__inh,Htr3a-Cre_NO152__L6__inh,Scnn1a-Tg3-Cre__L2/3-L4__exc,Sst-IRES-Cre__L5__inh,Oxtr-T2A-Cre__L5-L6__exc,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre__L1-L4__inh,Esr2-IRES2-Cre__L5-L6__exc,Pvalb-IRES-Cre__L2/3__inh,Htr3a-Cre_NO152__L5__inh
71675,6.260648005,6.749584419,7.03110644,5.324297248,6.561624606,6.708424252,6.573012353,6.179789006,5.925191639,4.737836798,4.374782128,6.812900168,7.412389753,7.774869484,4.002710475,5.182738162,7.701559208,6.280254708,6.212751052,3.816019985,5.384054161,5.74053735,7.224472217,6.660809043,4.630027915,6.712748163,5.665168043,6.806819622,5.144826188,4.330814413,5.504676245,6.494776279,4.713774357,6.323491233,4.178816266,6.630817667,6.41917876,7.185637322,5.932658367,7.47872175,4.250449212,5.312362006,6.677952145,6.059343834,5.471043249,6.473800136,6.742088005,6.381734716
104457,6.030289157,5.79863059,6.090098805,5.055406652,6.07666519,6.322684208,5.984429735,5.913506277,5.642060027,6.22041589,5.982959641,5.858402389,5.66864946,6.523685349,6.449137844,6.517272447,6.492726522,6.33711839,5.809438914,6.540394929,6.049917076,5.557564285,6.096921057,6.540201366,6.220680096,6.135218311,6.305975383,7.086344057,5.937130293,6.056890465,5.778182371,5.869931896,4.587849249,6.058159996,5.823639345,5.927599206,6.675244138,6.535246947,6.092653686,6.095938714,6.026189541,4.192586361,5.791348083,6.201342252,6.589787688,5.491130739,5.994161485,6.732408361
68347,5.735279485,6.325296564,6.74377852,5.542290537,5.239496947,4.444552545,6.259521374,5.168591009,5.446698629,5.463730204,5.804761676,6.244301065,5.976356182,6.826102286,5.711050394,5.191653427,5.634230163,5.656226934,6.430454024,5.539087189,5.529831883,4.970092551,6.028375605,4.908693945,5.873867811,5.943049459,6.225184051,5.591719061,5.148482519,5.528514722,4.712373964,5.573178308,4.830271651,5.58281258,5.283649067,5.2923499,5.978045892,6.218920168,5.297207826,6.580802848,5.288751931,4.190222601,6.289286026,5.246019684,5.093827853,4.612480192,5.648291226,5.517499656
106264,7.758267611,7.682639415,8.23730754,7.567736545,7.025322683,7.954112091,8.131024057,7.782883456,8.196359782,7.567062177,8.367357515,8.331526325,8.575172177,8.212198551,8.126182171,7.858281393,8.567459495,7.984830902,8.067716965,8.386471586,7.835513101,7.553158595,8.56731507,8.058278463,7.87239385,8.459711435,8.462991481,7.762192754,7.399945685,7.954406836,8.028631022,8.56769191,6.633962509,8.098207558,7.621237493,7.906204239,8.502309759,8.024953321,7.873286987,8.009979095,7.406088282,6.760246966,7.96526067,8.074285453,8.666588953,7.283175594,8.513536386,8.161334745
78687,0,0,0,0.037450453,0,0.037937229,0,0.059194391,0,0,0,0,0,0,0,0.054441718,0.022727273,0.019230769,0.039624063,0,0.067280702,0.079204694,0.033722606,0.01633982,0,0,0.076923077,0,0,0.036640481,0,0,0,0,0,0.059764338,0,0.134762127,0.093023256,0.105440074,0,0,0.022642321,0.075948133,0,0,0.012135974,0
68364,2.957244648,2.974437053,2.274950568,2.426570168,3.043187862,3.326639974,3.133687122,3.58135738,2.83443208,2.48984485,1.598121608,2.881742076,3.38873437,2.210692382,2.484938386,2.438016598,3.257693052,2.354179781,3.293147313,1.73156439,2.927171591,3.017620021,3.221781137,2.658789378,3.221300059,2.815322054,1.452422799,0.988361324,2.218248596,2.215574379,2.531267276,2.776016637,2.375627689,3.644624491,2.097545161,2.735440868,3.161133824,2.488709247,2.557734105,3.482265681,2.413237797,3.179384549,2.961596336,2.967177073,2.891542553,2.019875336,3.09606176,2.736173324
68369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74098,6.396179578,6.586391915,6.746208621,5.658998428,5.870312182,6.080813517,6.706487162,5.890597684,6.596161476,7.250323629,6.248395625,6.133857252,7.289812782,6.534282874,6.988097966,6.863756187,6.533640092,6.106608544,6.837747478,7.664914299,6.836580791,5.837246491,6.955638543,6.177641684,7.10820735,7.191956437,7.182598999,7.652160359,6.391138065,7.203225688,6.576324069,6.883738139,4.942293718,6.749946554,6.547657031,5.929078541,6.235431748,6.217996692,6.033305686,6.963764678,6.77156047,5.046917933,6.238466877,5.591173812,7.255104378,4.857168107,7.345993217,7.127621919
70345,0.010963188,0.0286797,0,0.057821976,0.385620313,0.176713724,0,0.224270097,0.105897076,0,0,0,0,0,0.15282513,0,0.446369203,0,0.064624063,0,0.054347826,0.296710499,0.021276596,0.282108536,0.014925373,0.032889564,0,0,0.025452894,0,0,0.03125,0,0.051093286,0.008547009,0.18787548,0.534150547,0.03169925,0.139534884,0,0,0.224804631,0.029785179,0.195871699,0.058823529,0.081081081,0.049971156,0
68397,0.217857757,0.0573594,0.262396376,0.045279918,0,0.292199262,0.06854194,0.214147697,0.256537446,0.143609028,0,0,0.529209428,0.850599473,0,0.028406181,0.058749148,0.259168196,0.407135055,0.09375,0.173683578,0.246096118,0.129520486,0.034246681,0.27179425,0.317916989,0.326763655,0,0.168270629,0.1881875,0.173022741,0.547750835,0.090909091,0.311756071,0.072579941,0.180446045,0.111111111,0.200455934,0.069767442,0.389294535,0.475505997,0.404021182,0.092175962,0.175621592,0.269703677,0.16675473,0.221221426,0.086165417
68386,0.153355367,0.2073985,0.079248125,0.099514919,0.385620313,0.139485515,0.035087719,0.287333462,0.222530221,0.099582292,0.231287903,0.1440875,0.116413679,0.142857143,0.041709539,0.186563516,0.434902484,0.287015625,0.164624063,0.21875,0.110542663,0.139225116,0.279727764,0.156390979,0.160520709,0.164618094,0,0,0.17418966,0.217045973,0.166666667,0.215840331,0,0.353820429,0.086922436,0.21523434,0,0.193964917,0.31022907,0.215350826,0.224779348,0.065420561,0.183008115,0.250068838,0.470588235,0.263645608,0.142003477,0.346410581
67672,0.777344428,0.888108063,2.252422448,0.462290636,0.938854628,1.253222895,0.667926967,0.983202292,0.734501426,0.556674714,0.364045233,0.942888786,0.661375375,1.146052545,1.124942731,0.710906957,2.124695673,0.781445031,1.599705328,1.094293941,1.248607547,1.000469785,1.010994313,0.706717497,0.499397053,1.196770419,0,0.799039678,0.612980184,0.767741416,1.631119273,1.370526431,0.881468974,0.564945892,0.617132091,0.938840527,0.287218056,1.178461129,1.877431305,1.345506771,0.540929914,0.518773035,0.782496963,0.727080206,0.376018672,1.440192331,1.079608102,1.054026128
75394,0.226517226,0.129043277,0,0,0.1875,0.282525549,0.228119562,0.514109631,0.211726324,0.271886182,0.074900906,0.658902501,0.256742081,0,0.376266689,0.100657927,0.21917855,0.618778695,0.075,0,0.2397877,0.367261414,0.363778288,0.236711197,0,0.190874484,0.326763655,0,0.267467721,0.229244616,0.185345148,0.310840821,0.49326132,0.439270896,0.159446591,0.474310424,0,0.284752315,0.379879812,0.141392792,0.401043551,0.082371787,0.1959379,0.185910878,0.615019248,0.312182346,0.388516974,0.130229687
76261,0.048038529,0.016,0,0,0,0.206483185,0.116304502,0.592114579,0.415577606,0,0,0,0.143950125,0,0.381606015,0.06802005,0.07204375,0.053987595,0.05,0.209820172,0.148449114,0.191091312,0.169484772,0.063607474,0,0.307948954,0,0,0.105494886,0.064820211,0,0.185335542,0.276702856,0,0.008547009,0.495113732,0.636435606,2.273491599,0.147850047,0,0,0.229359789,0,0.083531512,0,0.227395349,0.346397177,0
68400,0.158627757,0.217919697,0.487744375,0.092820766,0.255466428,0.247150735,0.10188342,0.079738478,0.137343861,0,0.164111705,0,0.037735849,0,0.22914103,0.065934066,0.141564061,0.170583937,0,0,0.088639327,0.113208879,0,0.062757349,0.18849786,0.213282517,0,0,0.217334986,0.197266608,0.083333333,0,0,0.2082388,0.089673958,0.228554971,0,0.03169925,0.083371221,0.299115441,0.043478261,0,0.131092429,0.127385833,0,0.085673649,0.129545024,0.093578497
68434,0.03058104,0.0206797,0,0.016129032,0,0.056350338,0.035087719,0.043478261,0,0.027777778,0.032258065,0.090909091,0.029904953,0,0.094341118,0.050384203,0.090909091,0.057692308,0.039624063,0,0.02173913,0.04526749,0.063829787,0.041237113,0.029850746,0.041284404,0,0,0.030201342,0.050905789,0.027777778,0,0.045454545,0.0375,0.017094017,0.041373939,0,0.02,0,0.029411765,0,0.046728972,0.057142857,0.014084507,0.058823529,0.027027027,0.021525646,0
75405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66117,7.132825483,7.19128207,7.076128524,6.747862004,6.04948116,6.687647791,7.257797834,6.301988441,7.71392186,6.868780855,7.429956285,7.5854431,8.069759134,7.635042077,7.596097911,7.21626177,7.228655033,6.779254492,7.52637766,7.313016569,6.715974732,6.407002378,7.807444569,6.689213884,7.30481358,7.962657756,7.809360397,7.095785772,6.698995995,7.227474447,7.625374848,8.110376962,5.459127215,7.613706981,6.799211549,6.324736403,6.686542784,6.138829153,6.200161388,7.314300527,7.817026949,5.666124122,7.210719238,6.504061971,7.646969997,6.30058802,7.746820256,7.710551305
68488,0.086492092,0.154464934,0,0.146400252,0.161560156,0.30213651,0.238455961,0.144567411,0.308019162,0,0,0.301993463,0.065272295,0.428571429,0,0,0.182326541,0.063883233,0,0,0.121040318,0.015668127,0.189508311,0.336774131,0.014925373,0.069429859,0,0,0.032313277,0,0.235549452,0,0.473730217,0.043242895,0.008547009,0.358178998,0,0.194734765,0.131916868,0.105440074,0,0.065420561,0.062534911,0.17636057,0,0.135135135,0,0
100043040,2.078509795,1.535014124,2.441254117,1.224799379,1.454319276,1.48379105,2.520770094,1.566853069,1.496255895,1.108353382,1.379545429,1.9444768,1.761933951,1.772542693,1.275984446,1.637611968,1.663074672,2.965006419,2.692606605,1.94685576,2.19911066,1.294115182,2.106557649,1.261528393,1.722402446,1.847663559,2.349330579,1.893787828,2.449261337,1.521161596,1.751924978,1.631239244,1.556033678,1.174341625,1.37572673,1.533370352,0.480214233,2.859314781,1.218837484,2.29221091,1.104277888,0.790237902,1.781778904,1.381516646,2.01462872,0.974631255,2.010809094,2.255652337
68483,0.240267488,0.181993928,0,0.083385887,0.260620313,0.850613768,0.089253734,0.617002919,0,0.211926573,0,0.416814773,0,0,0.324995634,0.093665516,1.657957849,0.380133642,0.375306884,0.227668819,0.39593027,0.174091512,0.178559945,0,0,0.214350611,0.943418662,0,0.285850768,0.221197682,0.3386748,0,2.034418832,0.1125,0.174180768,0.689791515,0,0.088488085,0.996898777,0.219395048,0,0.329035203,0.037485197,0.781815491,0,1.441080257,0.065429361,0
68001,5.634030451,5.657159846,5.855215698,5.10258521,6.085186528,6.377956799,5.846738705,6.365346176,5.38343603,4.987294752,4.366906989,6.661962929,5.392537347,5.864978667,5.042500651,5.459288305,7.242483687,6.362155569,5.683137731,4.067985552,5.102345135,5.936337757,5.329911624,6.578225724,5.752349589,5.590782616,7.166628402,6.704170571,5.347438337,4.644849702,5.184544655,6.194680126,6.654880124,5.718188683,4.417430823,6.43958483,7.34641252,6.574234029,6.652919055,6.194213017,4.251707357,4.936002574,5.734981832,6.440127718,6.078381437,6.672975757,5.965825646,5.474621895
56372,9.03346615,9.149257057,9.168956364,8.412092175,8.695913096,8.835827573,9.580077508,8.557134659,8.831393768,8.563769495,9.260636617,9.179419263,9.137338395,8.478382012,9.245798336,9.115000006,9.141274534,9.096479868,9.313339712,9.018155825,8.791879913,8.368664268,9.008506639,9.140409656,9.21592125,9.095111095,9.613504688,9.129706381,8.937314003,8.99276968,9.242741826,9.248180916,8.293262627,9.201456072,8.515461988,8.606531817,8.913455355,8.813441809,8.768202885,9.004128467,9.158623448,7.563145606,9.055175712,8.444748308,9.4881896,8.265669607,9.127257878,9.412364143
66123,0.185764518,0.484547127,0.285021986,0.181109979,0.224060156,0.381881521,0.244499191,0.394836584,0.380307114,0.173022741,0,0,0.782007873,0.63706166,0.486356505,0,0.392333685,0.181354857,0.070183873,0.419897236,0.162876532,0.15704206,0.250103989,0.329693787,0.522002801,0.304546224,0.717071392,0,0.161915721,0.148061177,0.099582292,0.087729841,0,0.105223156,0.146174238,0.359363909,0,0.20252345,0.191367877,0.472872066,0.241503863,0.028037383,0.259975139,0.256958683,0,0.601133579,0.375618689,0
68480,0.982537545,1.609272078,1.304028478,1.392127728,1.576871997,1.609139598,1.075710008,1.649333491,1.724921557,0.785394327,1.097919674,1.497193911,1.652632751,2.91838872,1.386967003,0.788457919,0.989574634,0.490102011,1.730691696,1.315557084,1.117562756,1.092837228,2.084278734,1.28130334,0.795294161,1.809042875,1.07723422,0.719360938,0.573219404,0.985082221,1.165786288,0.823353976,1.316984206,1.760843337,0.972030122,1.343853492,2.283672834,1.417772637,0.900436683,1.460917529,1.131456488,0.919258371,0.931041074,1.059276306,1.187449779,1.543292867,2.282193454,1.143284352
67388,6.508418628,5.623770812,7.462692907,6.183296,6.39264891,6.304387155,6.961194569,6.471030128,6.982082865,6.655193304,6.328962608,6.644443573,7.392719232,6.985444305,6.689356022,5.985677302,7.189306417,7.182972566,6.320113302,6.799600935,6.529288148,6.050672486,7.300356453,7.15740628,6.247924753,7.25657565,7.728494255,6.514819809,5.989909566,6.284807226,5.77929426,7.406436657,4.97307828,6.777730388,5.989027435,6.846367892,7.573324097,7.165955351,6.702120628,7.24324258,6.223351939,4.338681821,6.649710934,6.789847037,6.699328597,6.323899209,7.478604716,6.627547749
66132,1.361409973,1.410534778,1.741390437,0.712304876,0.484680469,0.997844103,1.707674709,0.988816323,1.105063284,0.973165261,0.777615478,2.169157695,1.928326227,1.534976263,0.859512474,0.932264698,1.44467672,1.712143021,0.86978939,0.869652366,1.232948584,1.020411839,1.974254694,1.512817372,1.183675746,1.559168688,0.98343345,0.686481637,1.0943582,0.85616363,1.956231539,1.210528149,0.784959473,1.552339835,1.052931039,1.66992175,0.257992011,1.486185289,1.6363786,1.730312679,1.431061953,0.668447212,1.68134472,0.773968123,0.433825849,2.159756222,1.927679725,0.732806901
73737,6.868716783,7.189232923,8.347448021,6.816734081,9.863116834,9.740558262,7.768783701,10.430544,6.806554471,6.117802002,6.43927512,7.636795956,7.085765971,6.885087593,5.89196376,6.462834129,10.66726932,7.399613689,6.903708949,6.05333331,6.629793146,10.5086476,7.266427537,10.27728237,6.131534101,6.812480375,7.153142825,5.040439208,6.301027439,5.926036597,6.829201419,6.351395224,9.575901565,6.404755665,6.069112976,9.824156799,10.16144478,9.538527664,9.716733833,7.843402235,6.088911354,9.808652409,7.537073684,9.421146316,7.065565075,8.866740069,6.803392438,7.525282226
68618,4.439855765,4.714320088,4.933670376,3.565509402,2.564235973,3.594350177,5.124109444,3.690958985,4.412411616,2.480172014,3.538733194,4.119863808,4.600827606,4.773320529,4.241879015,3.46568726,3.468669248,6.021214083,4.603196313,4.808725379,3.815058465,2.494756891,5.353646751,4.287620504,3.521399054,4.403027384,5.123715543,2.279080721,4.577213591,3.519578312,3.285821888,4.411531596,3.049640617,4.077137428,3.697203846,3.879823308,3.110355092,4.261058799,3.3739867,4.87213564,3.195950338,1.863609091,4.070934152,3.296978117,4.196939192,3.51439586,4.938080227,4.234654112
100503859,0.025768394,0.126435065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098640058,0,0,0,0,0,0,0,0,0,0,0.050369726,0,0.216691664,0.118979841,0,0,0,0.013769576,0,0.02389975,0,0,0,0,0.080180053,0,0,0.129928511,0,0
73721,0.937184634,0.626026913,0.433621267,0.244066097,0.26549547,0.733694936,0.689138724,0.541669407,0.94864131,0.927583248,0.336466211,0.689542046,0.527376084,0.646223137,0.439948011,0.632625361,0.956585903,0.912318568,1.353130182,0.513205951,0.510987504,0.289211824,0.794139859,0.186665597,0.883613345,0.924905632,0,0,0.429779285,0.513043292,1.236166451,0.598809974,0.490876437,0.759271973,0.361587822,0.936524064,0.943983892,0.298660704,0.238296293,1.026556204,0.540226778,0.348054886,0.89197323,0.736615633,0.203495978,1.306867115,0.587082006,1.030311778
68941,1.00397634,0.729333066,1.071365642,0.528759239,4.635820518,2.88948612,1.168357776,3.194592645,0.427424937,0.653092109,1.262370546,0.948032743,0.42318949,0.142857143,0.439413889,0.629278417,4.718893448,1.392377283,0.834516135,0.336090234,0.814127755,3.285629995,0.320868458,3.433531242,1.225182564,0.609142902,1.194463593,0,0.664675866,0.703430367,0.398329167,0.724825181,2.259816915,0.792015446,0.407821455,2.837251196,2.902661603,2.935442698,3.494708242,1.094195352,0.684379541,3.339588341,1.188348165,3.721551455,0.60978366,2.113588846,0.80419965,0.529472351
76311,1.1677096,0.948279713,1.094487154,1.163417162,1.179924584,0.989209698,1.127098337,1.307616567,1.372084287,1.124492824,0.216588565,0,0.460496941,1.660423849,0.555731321,0.56235378,1.739160766,1.078652282,1.640212984,0.938843455,0.726772198,1.544088403,2.020929701,1.847017186,0.500854254,1.169062701,0.530370597,0.198120313,1.110065437,0.434180295,0.436981084,1.055937046,2.015706127,1.090963359,0.602500406,1.557087256,1.606147469,1.733716582,1.844076475,1.668893252,0.31173587,0.723139026,0.653583928,1.659279758,0.859722634,2.011553883,1.406949217,1.042760467
68531,0.527880679,0.279729442,0.237744375,0.746653663,0,0.904255685,0.634818803,0.361201784,0.900207766,0.299935042,0.361160881,0,1.431293441,0.369280357,0.448225325,0.417417227,0.594399128,0.929905223,0.932854042,0.429840234,0.613084714,0.741603876,0.957599228,0.410729599,0.807322033,1.020220804,0,0.5,0.54223257,0.481006625,0.976463338,0.741810176,0.685985605,0.359943838,0.339525894,0.452825954,0,0.355597475,0.867478461,1.029939361,0,0.338128687,0.342774909,0.450159057,0.800104164,0.434325326,0.940540909,0.424377301
68637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68690,0,0,0.392587452,0,0,0,0,0.037581983,0,0,0,0,0,0,0,0,0.101350719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159108902,0,0,0,0,0.019823389,0,0,0,0,0,0.014812734,0,0,0,0,0,0
68692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68721,5.905906767,6.479349756,6.657376015,6.26879704,6.865822248,5.933499246,6.279182261,5.892897082,5.980339724,5.574798846,4.92735128,6.118731872,7.155294814,6.408982339,6.216176187,5.605194813,6.937534674,6.838834661,6.835121694,5.752289603,5.375445566,6.280271433,6.98935597,6.361740259,5.483439986,7.002447013,5.684508547,5.118240963,5.857568951,5.100739598,6.014944029,6.835977708,6.194545899,6.02920343,5.677480216,6.38566668,6.73144626,6.462856871,6.916828156,7.101518652,6.322802827,5.075311468,6.155547443,6.220232252,5.643065194,6.213436149,6.766104475,6.849614441
68725,2.712560435,1.796383112,0.424592655,1.68984714,2.67074571,3.197474847,3.053933019,1.924771041,1.273940845,1.963336613,1.609427512,1.709830421,0.303051108,0.543907846,1.980761653,2.004717516,5.464772194,1.99002108,1.931847949,1.737291669,1.09309235,1.072694001,0.211417828,3.998505804,2.465011106,0.190708757,0.434142784,1.674842961,1.557421636,1.903644965,1.192295658,1.255426784,1.696716589,2.499131363,1.227910448,3.672151517,3.449770658,4.928080368,2.105216557,1.294796799,1.426623751,1.310396149,3.045571478,4.260047665,2.713765109,0.850076735,0.482379104,2.105521354
73747,2.92334023,2.70238092,2.398229593,1.935876816,2.731444502,3.180227249,2.830787994,3.0590883,3.157570049,1.750455727,3.670997581,2.090956518,2.661831454,2.954581739,2.49682954,2.343254519,3.709672673,2.075594148,3.318891108,3.262623316,2.340428406,3.047917193,3.36264766,3.800779415,3.025667189,3.179209399,1.789323924,2.710775588,2.25562611,2.739750434,3.021988272,3.448894179,2.792967741,2.611265455,2.389791021,2.695468409,2.664791004,2.325561426,2.853678342,2.837819106,2.560646393,2.630668022,2.351819109,2.018245992,2.252048499,2.469210836,2.751577471,2.680428388
68697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66185,4.275663587,4.077438998,3.303002913,2.543781396,4.746711249,4.413890765,3.977447112,4.56125207,3.677715116,3.399380619,2.591335257,5.983424065,3.935118481,4.241687187,2.34760565,2.917032416,3.660742724,5.156833066,3.70778409,2.113036697,3.166220953,3.916536236,3.974317645,3.78766176,3.519075656,4.008456165,5.230253594,3.57526656,3.87195471,2.382624171,2.891312739,3.596472485,4.700382344,3.977142633,2.681494121,4.480598514,3.141099555,4.522740769,3.708090724,4.184762227,3.181924046,4.081582207,4.092957727,3.117050455,3.534404104,3.640148107,4.420577809,3.60932797
68763,2.167453389,2.117972001,2.319213024,1.838386849,3.24382629,2.54202203,2.504490323,3.504814151,2.288009567,1.777248766,2.395674618,1.857104318,1.905831992,1.991315983,2.035654912,2.558864157,3.20824493,2.673621919,2.402638193,2.166810827,2.434752541,2.988291521,1.917802828,2.993129743,1.66541885,2.104050559,2.146466081,1.613079328,2.614550064,1.833161698,1.949412392,2.072964572,2.665048531,2.58352588,2.358810978,3.298826849,2.590443964,2.597577394,3.067081404,2.68165988,2.027545407,3.134332492,1.931035099,3.163062809,3.414260246,3.226886695,2.348194103,2.606960753
117171,4.494107364,4.614906746,4.275240068,4.088539474,4.263665851,5.81550563,4.953234367,5.359840058,4.971627628,4.082522572,3.953159076,5.727968677,4.967059914,4.791573327,4.677661027,3.877143653,5.822878575,4.850793793,4.974453843,3.413951973,4.326788104,5.366619357,4.572064273,5.295416717,3.749718166,4.618492691,4.402078776,3.612351206,4.513218947,3.614811628,4.819913512,5.384892855,5.662242657,4.605026487,3.822626832,5.194913018,5.529477543,5.142292514,5.380642396,4.072163375,3.184392443,4.70470505,4.659713296,5.219699707,5.31284041,4.668985893,5.103213459,4.813035435
68808,1.199201626,1.506108005,1.811702698,0.933220918,1.94290105,1.340930935,2.210532683,2.207910324,1.123549139,0.940125069,0.717312482,1.189074371,0.657252648,1.183628888,0.883960649,0.788928422,1.795394241,0.958334289,1.221540035,0.495731624,1.010677864,1.668602984,0.997753532,1.574175173,0.64942241,0.90131332,1.411046318,2.285366821,0.869061969,0.696970104,0.417671489,0.892484692,1.600283342,0.798753612,0.706443114,1.859475107,1.73162336,1.635006102,1.5357417,2.243533105,1.381905325,1.227737301,0.986102053,1.724381106,1.209501566,3.589223442,0.788898166,0.931570302
228356,8.017888851,8.180154499,8.678116106,7.121206852,7.783016326,7.732037258,8.780114574,7.648557954,7.88736791,5.764020967,5.259569479,8.340166931,8.385725727,8.016629822,7.43399111,7.115716883,8.419181684,8.393888132,8.474391291,6.567281066,6.867831041,7.196957329,8.520257185,7.873677377,6.744790411,8.123261458,9.010129515,5.778568248,7.690832418,6.669141135,6.990437115,8.192876508,6.972959552,8.037425446,7.039126901,7.844431382,8.480354161,8.314663031,7.540661765,8.169360425,7.131473075,6.628549568,8.115868204,7.915977412,8.115882489,7.327278692,8.510599579,8.092961565
